,movie_and_date,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,index,tconst,primary_title,original_title,start_year,runtime_minutes,genres,profit,profit_ratio,profit_lmh
740,The Other Side of the Door_2016,49,2016-03-04,The Other Side of the Door,5000000,3000342,12905107,2016,64642,tt3702652,The Other Side of the Door,The Other Side of the Door,2016,96.0,Horror,7905107,2.5810214,high
741,Uncle Drew_2018,85,2018-06-29,Uncle Drew,18000000,42469946,46527161,2018,121611,tt7334528,Uncle Drew,Uncle Drew,2018,103.0,"Comedy,Sport",28527161,2.5848422777777778,high
742,Rush_2013,71,2013-09-20,Rush,38000000,26947624,98230839,2013,24215,tt1979320,Rush,Rush,2013,123.0,"Action,Biography,Drama",60230839,2.5850220789473686,high
743,Focus_2015,99,2015-02-27,Focus,65000000,53862963,168065700,2015,38499,tt2381941,Focus,Focus,2015,105.0,"Comedy,Crime,Drama",103065700,2.585626153846154,high
744,Dolphin Tale_2011,93,2011-09-23,Dolphin Tale,37000000,72286779,96068724,2011,9556,tt1564349,Dolphin Tale,Dolphin Tale,2011,113.0,"Drama,Family",59068724,2.596452,high
745,Dope_2015,11,2015-06-19,Dope,7000000,17506470,18190831,2015,67714,tt3850214,Dope,Dope,2015,103.0,"Comedy,Crime,Drama",11190831,2.598690142857143,high
746,Legion_2010,37,2010-01-22,Legion,26000000,40168080,67647574,2010,4126,tt1038686,Legion,Legion,2010,100.0,"Action,Fantasy,Horror",41647574,2.6018297692307693,high
747,Ferdinand_2017,14,2017-12-15,Ferdinand,111000000,84410380,289847930,2017,58568,tt3411444,Ferdinand,Ferdinand,2017,108.0,"Adventure,Animation,Comedy",178847930,2.6112426126126125,high
748,Killing Them Softly_2012,82,2012-11-30,Killing Them Softly,15000000,14945541,39238443,2012,16556,tt1764234,Killing Them Softly,Killing Them Softly,2012,97.0,"Crime,Thriller",24238443,2.6158962,high
749,Storks_2016,15,2016-09-23,Storks,70000000,72679278,183353431,2016,80488,tt4624424,Storks,Storks,2016,87.0,"Adventure,Animation,Comedy",113353431,2.6193347285714284,high
750,Soul Surfer_2011,83,2011-04-08,Soul Surfer,18000000,43853424,47158652,2011,10391,tt1596346,Soul Surfer,Soul Surfer,2011,112.0,"Biography,Drama,Family",29158652,2.6199251111111113,high
751,Khiladi 786_2012,12,2012-12-07,Khiladi 786,5600000,385422,14683763,2012,30576,tt2166214,Khiladi 786,Khiladi 786,2012,141.0,"Action,Comedy",9083763,2.622100535714286,high
752,Brick Mansions_2014,69,2014-04-25,Brick Mansions,28000000,20396829,73421224,2014,7535,tt1430612,Brick Mansions,Brick Mansions,2014,90.0,"Action,Crime",45421224,2.6221865714285713,high
753,The Switch_2010,39,2010-08-20,The Switch,19000000,27758465,49858465,2010,418,tt0889573,The Switch,The Switch,2010,101.0,"Comedy,Drama,Romance",30858465,2.624129736842105,high
754,Footloose_2011,39,2011-10-14,Footloose,24000000,51802742,62989834,2011,5485,tt1068242,Footloose,Footloose,2011,113.0,"Comedy,Drama,Music",38989834,2.6245764166666667,high
755,The Rite_2011,100,2011-01-28,The Rite,37000000,33047633,97143987,2011,5717,tt1161864,The Rite,The Rite,2011,114.0,"Drama,Horror,Mystery",60143987,2.625513162162162,high
756,Mary Poppins Returns_2018,45,2018-12-19,Mary Poppins Returns,130000000,171958438,341528518,2018,86662,tt5028340,Mary Poppins Returns,Mary Poppins Returns,2018,130.0,"Comedy,Family,Fantasy",211528518,2.627142446153846,high
757,Epic_2013,77,2013-05-24,Epic,100000000,107518682,262794441,2013,357,tt0848537,Epic,Epic,2013,102.0,"Adventure,Animation,Family",162794441,2.62794441,high
758,Fury_2014,68,2014-10-17,Fury,80000000,85817906,210315681,2014,45580,tt2713180,Fury,Fury,2014,134.0,"Action,Drama,War",130315681,2.6289460125,high
759,Christopher Robin_2018,43,2018-08-03,Christopher Robin,75000000,99215042,197504758,2018,79748,tt4575576,Christopher Robin,Christopher Robin,2018,104.0,"Adventure,Animation,Comedy",122504758,2.633396773333333,high
760,Captain America: The First Avenger_2011,10,2011-07-22,Captain America: The First Avenger,140000000,176654505,370569776,2011,141,tt0458339,Captain America: The First Avenger,Captain America: The First Avenger,2011,124.0,"Action,Adventure,Sci-Fi",230569776,2.6469269714285715,high
761,Horrible Bosses 2_2014,31,2014-11-26,Horrible Bosses 2,40000000,54445357,105945357,2014,30703,tt2170439,Horrible Bosses 2,Horrible Bosses 2,2014,108.0,"Comedy,Crime",65945357,2.648633925,high
762,Rocketman_2019,71,2019-05-31,Rocketman,41000000,57342725,108642725,2019,26840,tt2066051,Rocketman,Rocketman,2019,121.0,"Biography,Drama,Music",67642725,2.64982256097561,high
763,Warcraft_2016,46,2016-06-10,Warcraft,160000000,47225655,425522281,2016,283,tt0803096,Warcraft,Warcraft,2016,123.0,"Action,Adventure,Fantasy",265522281,2.65951425625,high
764,The Girl with the Dragon Tattoo_2011,51,2011-12-20,The Girl with the Dragon Tattoo,90000000,102515793,239373970,2011,9658,tt1568346,The Girl with the Dragon Tattoo,The Girl with the Dragon Tattoo,2011,158.0,"Crime,Drama,Mystery",149373970,2.6597107777777778,high
765,The Giver_2014,2,2014-08-15,The Giver,25000000,45090374,66540205,2014,103,tt0435651,The Giver,The Giver,2014,97.0,"Drama,Romance,Sci-Fi",41540205,2.6616082,high
766,Get Hard_2015,97,2015-03-27,Get Hard,40000000,90411453,106511453,2015,42886,tt2561572,Get Hard,Get Hard,2015,100.0,"Comedy,Crime",66511453,2.662786325,high
767,Goosebumps 2: Haunted Halloween_2018,63,2018-10-12,Goosebumps 2: Haunted Halloween,35000000,46697321,93291478,2018,97099,tt5664636,Goosebumps 2: Haunted Halloween,Goosebumps 2: Haunted Halloween,2018,90.0,"Adventure,Comedy,Family",58291478,2.6654708,high
768,Jack Reacher: Never Go Back_2016,85,2016-10-21,Jack Reacher: Never Go Back,60000000,58697076,159946489,2016,58205,tt3393786,Jack Reacher: Never Go Back,Jack Reacher: Never Go Back,2016,118.0,"Action,Thriller",99946489,2.6657748166666666,high
769,Den of Thieves_2018,3,2018-01-19,Den of Thieves,30000000,44947622,80131391,2018,6185,tt1259528,Den of Thieves,Den of Thieves,2018,140.0,"Action,Crime,Drama",50131391,2.671046366666667,high
770,Smallfoot_2018,69,2018-09-28,Smallfoot,80000000,83240103,213691277,2018,105721,tt6182908,Smallfoot,Smallfoot,2018,96.0,"Adventure,Animation,Comedy",133691277,2.6711409625,high
771,Fences_2016,37,2016-12-16,Fences,24000000,57682904,64282881,2016,45073,tt2671706,Fences,Fences,2016,139.0,Drama,40282881,2.678453375,high
772,G.I. Joe: Retaliation_2013,13,2013-03-27,G.I. Joe: Retaliation,140000000,122523060,375740705,2013,9981,tt1583421,G.I. Joe: Retaliation,G.I. Joe: Retaliation,2013,110.0,"Action,Adventure,Sci-Fi",235740705,2.6838621785714287,high
773,"McFarland, USA_2015",80,2015-02-20,"McFarland, USA",17000000,44480275,45707924,2015,28288,tt2097298,"McFarland, USA","McFarland, USA",2015,129.0,"Biography,Drama,Sport",28707924,2.688701411764706,high
774,Baggage Claim_2013,38,2013-09-27,Baggage Claim,8500000,21569509,22885836,2013,5731,tt1171222,Baggage Claim,Baggage Claim,2013,96.0,Comedy,14385836,2.6924512941176473,high
775,The Chronicles of Narnia: The Voyage of the Dawn Treader_2010,48,2010-12-10,The Chronicles of Narnia: The Voyage of the Dawn Treader,155000000,104386950,418186950,2010,525,tt0980970,The Chronicles of Narnia: The Voyage of the Dawn Treader,The Chronicles of Narnia: The Voyage of the Dawn Treader,2010,113.0,"Adventure,Family,Fantasy",263186950,2.697980322580645,high
776,American Made_2017,32,2017-09-29,American Made,50000000,51342000,135569212,2017,61206,tt3532216,American Made,American Made,2017,115.0,"Action,Biography,Comedy",85569212,2.71138424,high
777,Pixels_2015,59,2015-07-24,Pixels,90000000,78765986,244041804,2015,29129,tt2120120,Pixels,Pixels,2015,105.0,"Action,Comedy,Sci-Fi",154041804,2.7115756,high
778,The Boss_2016,17,2016-04-08,The Boss,29000000,63077560,78652207,2016,45402,tt2702724,The Boss,The Boss,2016,99.0,Comedy,49652207,2.7121450689655173,high
779,Noah_2014,51,2014-03-28,Noah,130000000,101200044,352831065,2014,23619,tt1959490,Noah,Noah,2014,138.0,"Action,Adventure,Drama",222831065,2.7140851153846155,high
780,Barbershop: The Next Cut_2016,22,2016-04-15,Barbershop: The Next Cut,20000000,54030051,54404202,2016,63184,tt3628584,Barbershop: The Next Cut,Barbershop: The Next Cut,2016,111.0,"Comedy,Drama",34404202,2.7202101,high
781,The Darkness_2016,98,2016-05-13,The Darkness,4000000,10753574,10898293,2016,85248,tt4935746,The Darkness,Las tinieblas,2016,92.0,Thriller,6898293,2.72457325,high
782,The Darkness_2016,98,2016-05-13,The Darkness,4000000,10753574,10898293,2016,21351,tt1878841,The Darkness,The Darkness,2016,92.0,"Horror,Thriller",6898293,2.72457325,high
783,Katy Perry: Part of Me_2012,79,2012-07-05,Katy Perry: Part of Me,12000000,25326071,32700439,2012,32314,tt2215719,Katy Perry: Part of Me,Katy Perry: Part of Me,2012,93.0,"Documentary,Music",20700439,2.7250365833333334,high
784,The Words_2012,46,2012-09-07,The Words,6000000,11494838,16369708,2012,19743,tt1840417,The Words,The Words,2012,102.0,"Drama,Mystery,Romance",10369708,2.7282846666666667,high
785,Big Eyes_2014,23,2014-12-25,Big Eyes,10000000,14482031,27317872,2014,75591,tt4317898,Big Eyes,Big Eyes,2014,,Documentary,17317872,2.7317872,high
786,Big Eyes_2014,23,2014-12-25,Big Eyes,10000000,14482031,27317872,2014,5624,tt1126590,Big Eyes,Big Eyes,2014,106.0,"Biography,Crime,Drama",17317872,2.7317872,high
787,Poltergeist_2015,62,2015-05-22,Poltergeist,35000000,47425125,95713069,2015,2827,tt1029360,Poltergeist,Poltergeist,2015,93.0,"Horror,Thriller",60713069,2.7346591142857144,high
788,Letters to Juliet_2010,89,2010-05-14,Letters to Juliet,30000000,53032453,82148538,2010,422,tt0892318,Letters to Juliet,Letters to Juliet,2010,105.0,"Adventure,Comedy,Drama",52148538,2.7382846,high
789,Goosebumps_2015,58,2015-10-16,Goosebumps,58000000,80069458,158905324,2015,5455,tt1051904,Goosebumps,Goosebumps,2015,103.0,"Adventure,Comedy,Family",100905324,2.7397469655172415,high
790,Project Almanac_2015,84,2015-01-30,Project Almanac,12000000,22348241,32909437,2015,40306,tt2436386,Project Almanac,Project Almanac,2015,106.0,"Drama,Mystery,Sci-Fi",20909437,2.7424530833333334,high
791,Middle School: The Worst Years of My Life_2016,39,2016-10-07,Middle School: The Worst Years of My Life,8500000,20007149,23311293,2016,85998,tt4981636,Middle School: The Worst Years of My Life,Middle School: The Worst Years of My Life,2016,92.0,"Comedy,Family",14811293,2.7425050588235296,high
792,Mechanic: Resurrection_2016,94,2016-08-26,Mechanic: Resurrection,40000000,21218403,109738840,2016,60970,tt3522806,Mechanic: Resurrection,Mechanic: Resurrection,2016,98.0,"Action,Adventure,Thriller",69738840,2.743471,high
793,Carrie_2013,26,2013-10-18,Carrie,30000000,35266619,82409520,2013,22975,tt1939659,Carrie,Carrie,2013,100.0,"Drama,Horror",52409520,2.746984,high
794,Passengers_2016,28,2016-12-21,Passengers,110000000,100014699,302239672,2016,6953,tt1355644,Passengers,Passengers,2016,116.0,"Drama,Romance,Sci-Fi",192239672,2.747633381818182,high
795,Tag_2018,50,2018-06-15,Tag,28000000,54730625,77026186,2018,48089,tt2854926,Tag,Tag,2018,100.0,Comedy,49026186,2.750935214285714,high
796,The To Do List_2013,77,2013-07-26,The To Do List,1500000,3491669,4128828,2013,16422,tt1758795,The To Do List,The To Do List,2013,104.0,"Comedy,Romance",2628828,2.752552,high
797,Trolls_2016,73,2016-11-04,Trolls,125000000,153707064,344150134,2016,13166,tt1679335,Trolls,Trolls,2016,92.0,"Adventure,Animation,Comedy",219150134,2.753201072,high
798,The Spectacular Now_2013,22,2013-08-02,The Spectacular Now,2500000,6852971,6916951,2013,14358,tt1714206,The Spectacular Now,The Spectacular Now,2013,95.0,"Comedy,Drama,Romance",4416951,2.7667804,high
799,Date Night_2010,99,2010-04-09,Date Night,55000000,98711404,152269033,2010,6322,tt1279935,Date Night,Date Night,2010,88.0,"Comedy,Crime,Romance",97269033,2.768527872727273,high
800,The Dictator_2012,96,2012-05-16,The Dictator,65000000,59650222,180148897,2012,11874,tt1645170,The Dictator,The Dictator,2012,83.0,Comedy,115148897,2.7715214923076923,high
801,Alvin and the Chipmunks: The Road Chip_2015,56,2015-12-18,Alvin and the Chipmunks: The Road Chip,90000000,85886987,249517956,2015,50141,tt2974918,Alvin and the Chipmunks: The Road Chip,Alvin and the Chipmunks: The Road Chip,2015,92.0,"Adventure,Animation,Comedy",159517956,2.772421733333333,high
802,Transformers: The Last Knight_2017,33,2017-06-21,Transformers: The Last Knight,217000000,130168683,602893340,2017,57822,tt3371366,Transformers: The Last Knight,Transformers: The Last Knight,2017,154.0,"Action,Adventure,Sci-Fi",385893340,2.778310322580645,high
803,Penguins of Madagascar_2014,37,2014-11-26,Penguins of Madagascar,132000000,83350911,366942531,2014,22148,tt1911658,Penguins of Madagascar,Penguins of Madagascar,2014,92.0,"Adventure,Animation,Comedy",234942531,2.7798676590909093,high
804,Night at the Museum: Secret of the Tomb_2014,60,2014-12-19,Night at the Museum: Secret of the Tomb,127000000,113746621,353756621,2014,45294,tt2692250,Night at the Museum: Secret of the Tomb,Night at the Museum: Secret of the Tomb,2014,98.0,"Adventure,Comedy,Family",226756621,2.7854852047244094,high
805,Life as We Know It_2010,64,2010-10-08,Life as We Know It,38000000,53374681,105887837,2010,5463,tt1055292,Life as We Know It,Life as We Know It,2010,114.0,"Comedy,Drama,Romance",67887837,2.7865220263157893,high
806,The Tourist_2010,85,2010-12-10,The Tourist,100000000,67631157,278731369,2010,6122,tt1243957,The Tourist,The Tourist,2010,103.0,"Action,Adventure,Thriller",178731369,2.78731369,high
807,Room_2015,80,2015-10-16,Room,13000000,14677674,36262783,2015,53866,tt3170832,Room,Room,2015,118.0,"Drama,Thriller",23262783,2.789444846153846,high
808,World War Z_2013,69,2013-06-21,World War Z,190000000,202359711,531514650,2013,312,tt0816711,World War Z,World War Z,2013,116.0,"Action,Adventure,Horror",341514650,2.7974455263157894,high
809,Cars 2_2011,57,2011-06-24,Cars 2,200000000,191450875,560155383,2011,5928,tt1216475,Cars 2,Cars 2,2011,106.0,"Adventure,Animation,Comedy",360155383,2.800776915,high
810,Sicario_2015,100,2015-09-18,Sicario,30000000,46889293,84393749,2015,58292,tt3397884,Sicario,Sicario,2015,121.0,"Action,Crime,Drama",54393749,2.8131249666666664,high
811,Immortals_2011,45,2011-11-11,Immortals,75000000,83504017,211562435,2011,6169,tt1253864,Immortals,Immortals,2011,110.0,"Action,Drama,Fantasy",136562435,2.820832466666667,high
812,Paul Blart: Mall Cop 2_2015,60,2015-04-17,Paul Blart: Mall Cop 2,38000000,71091594,107650646,2015,59330,tt3450650,Paul Blart: Mall Cop 2,Paul Blart: Mall Cop 2,2015,94.0,"Action,Comedy,Crime",69650646,2.8329117368421053,high
813,The Counselor_2013,58,2013-10-25,The Counselor,25000000,16973715,71009334,2013,31584,tt2193215,The Counselor,The Counselor,2013,117.0,"Crime,Drama,Thriller",46009334,2.84037336,high
814,Blended_2014,90,2014-05-23,Blended,45000000,46290741,127990741,2014,5539,tt1086772,Blended,Blended,2014,117.0,"Comedy,Romance",82990741,2.844238688888889,high
815,I Feel Pretty_2018,99,2018-04-20,I Feel Pretty,32000000,48795601,91553797,2018,114699,tt6791096,I Feel Pretty,I Feel Pretty,2018,110.0,"Comedy,Romance",59553797,2.86105615625,high
816,The Disaster Artist_2017,100,2017-12-01,The Disaster Artist,10000000,21120616,28717667,2017,60927,tt3521126,The Disaster Artist,The Disaster Artist,2017,104.0,"Biography,Comedy,Drama",18717667,2.8717667,high
817,The Adventures of Tintin_2011,52,2011-12-21,The Adventures of Tintin,130000000,77591831,373993951,2011,530,tt0983193,The Adventures of Tintin,The Adventures of Tintin,2011,107.0,"Action,Adventure,Animation",243993951,2.8768765461538464,high
818,"Hail, Caesar!_2016",22,2016-02-05,"Hail, Caesar!",22000000,30080225,64160680,2016,181,tt0475290,"Hail, Caesar!","Hail, Caesar!",2016,106.0,"Comedy,Drama,Music",42160680,2.9163945454545455,high
819,Think Like a Man Too_2014,36,2014-06-20,Think Like a Man Too,24000000,65028687,70027933,2014,33119,tt2239832,Think Like a Man Too,Think Like a Man Too,2014,106.0,"Comedy,Romance",46027933,2.9178305416666666,high
820,Inferno_2016,64,2016-10-28,Inferno,75000000,34343574,219519367,2016,51625,tt3062096,Inferno,Inferno,2016,121.0,"Action,Adventure,Crime",144519367,2.926924893333333,high
821,The 5th Wave_2016,69,2016-01-22,The 5th Wave,38000000,34912982,111336398,2016,35493,tt2304933,The 5th Wave,The 5th Wave,2016,112.0,"Action,Adventure,Drama",73336398,2.9299052105263157,high
822,Baywatch_2017,86,2017-05-25,Baywatch,60000000,58060186,175863783,2017,7983,tt1469304,Baywatch,Baywatch,2017,116.0,"Action,Comedy,Crime",115863783,2.93106305,high
823,Deliver Us from Evil_2014,34,2014-07-02,Deliver Us from Evil,30000000,30577122,87956618,2014,38248,tt2377322,Deliver Us from Evil,Deliver Us from Evil,2014,118.0,"Horror,Mystery,Thriller",57956618,2.9318872666666667,high
824,Spectre_2015,10,2015-11-06,Spectre,300000000,200074175,879620923,2015,38376,tt2379713,Spectre,Spectre,2015,148.0,"Action,Adventure,Thriller",579620923,2.9320697433333334,high
825,Need for Speed_2014,70,2014-03-14,Need for Speed,66000000,43568507,194169619,2014,37938,tt2369135,Need for Speed,Need for Speed,2014,132.0,"Action,Crime,Thriller",128169619,2.9419639242424243,high
826,Man of Steel_2013,29,2013-06-14,Man of Steel,225000000,291045518,667999518,2013,246,tt0770828,Man of Steel,Man of Steel,2013,143.0,"Action,Adventure,Sci-Fi",442999518,2.9688867466666666,high
827,Home_2015,44,2015-03-27,Home,130000000,177397510,385997896,2015,32554,tt2224026,Home,Home,2015,94.0,"Adventure,Animation,Comedy",255997896,2.9692145846153846,high
828,Home_2015,44,2015-03-27,Home,130000000,177397510,385997896,2015,88259,tt5121236,Home,Home,2015,15.0,Documentary,255997896,2.9692145846153846,high
829,Home_2015,44,2015-03-27,Home,130000000,177397510,385997896,2015,98800,tt5775862,Home,Innocent,2015,4.0,Drama,255997896,2.9692145846153846,high
830,Home_2015,44,2015-03-27,Home,130000000,177397510,385997896,2015,100674,tt5884960,Home,Home,2015,58.0,Documentary,255997896,2.9692145846153846,high
831,The Crazies_2010,36,2010-02-26,The Crazies,19000000,39123589,56445534,2010,138,tt0455407,The Crazies,The Crazies,2010,101.0,"Horror,Thriller",37445534,2.9708175789473685,high
832,All Saints_2017,12,2017-08-25,All Saints,2000000,5802208,5941994,2017,81121,tt4663548,All Saints,All Saints,2017,108.0,Drama,3941994,2.970997,high
833,The Meg_2018,94,2018-08-10,The Meg,178000000,145443742,529530715,2018,82864,tt4779682,The Meg,The Meg,2018,113.0,"Action,Horror,Sci-Fi",351530715,2.974891657303371,high
834,Arbitrage_2012,9,2012-09-14,Arbitrage,12000000,7919574,35830713,2012,16548,tt1764183,Arbitrage,Arbitrage,2012,107.0,"Drama,Thriller",23830713,2.98589275,high
835,Hop_2011,27,2011-04-01,Hop,63000000,108085305,188657593,2011,7372,tt1411704,Hop,Hop,2011,95.0,"Adventure,Animation,Comedy",125657593,2.994564968253968,high
836,Inside Llewyn Davis_2013,94,2013-12-06,Inside Llewyn Davis,11000000,13248209,32943247,2013,26112,tt2042568,Inside Llewyn Davis,Inside Llewyn Davis,2013,104.0,"Drama,Music",21943247,2.9948406363636364,high
837,Thor_2011,70,2011-05-06,Thor,150000000,181030624,449326618,2011,281,tt0800369,Thor,Thor,2011,115.0,"Action,Adventure,Fantasy",299326618,2.995510786666667,high
838,Brave_2012,77,2012-06-22,Brave,185000000,237282182,554606532,2012,5935,tt1217209,Brave,Brave,2012,93.0,"Adventure,Animation,Comedy",369606532,2.997873145945946,high
839,How to Train Your Dragon_2010,30,2010-03-26,How to Train Your Dragon,165000000,217581232,494870992,2010,423,tt0892769,How to Train Your Dragon,How to Train Your Dragon,2010,98.0,"Action,Adventure,Animation",329870992,2.999218133333333,high
840,300: Rise of an Empire_2014,26,2014-03-07,300: Rise of an Empire,110000000,106580051,330780051,2014,6168,tt1253863,300: Rise of an Empire,300: Rise of an Empire,2014,102.0,"Action,Fantasy,War",220780051,3.0070913727272726,high
841,Into the Storm_2014,40,2014-08-08,Into the Storm,50000000,47602194,150429371,2014,28599,tt2106361,Into the Storm,Into the Storm,2014,89.0,"Action,Adventure,Drama",100429371,3.00858742,high
842,Wreck-It Ralph_2012,31,2012-11-02,Wreck-It Ralph,165000000,189412677,496511521,2012,16808,tt1772341,Wreck-It Ralph,Wreck-It Ralph,2012,101.0,"Adventure,Animation,Comedy",331511521,3.0091607333333332,high
843,Unplanned_2019,33,2019-03-29,Unplanned,6000000,18107621,18107621,2019,139537,tt9024106,Unplanned,Unplanned,2019,106.0,"Biography,Drama",12107621,3.017936833333333,high
844,The Bounty Hunter_2010,73,2010-03-19,The Bounty Hunter,45000000,67061228,135808837,2010,4150,tt1038919,The Bounty Hunter,The Bounty Hunter,2010,110.0,"Action,Comedy,Romance",90808837,3.0179741555555557,high
845,The Bounty Hunter_2010,73,2010-03-19,The Bounty Hunter,45000000,67061228,135808837,2010,8014,tt1472211,The Bounty Hunter,The Bounty Hunter,2010,,,90808837,3.0179741555555557,high
846,Meet the Mormons_2014,9,2014-10-10,Meet the Mormons,2000000,6047363,6049171,2014,70053,tt4003774,Meet the Mormons,Meet the Mormons,2014,78.0,Documentary,4049171,3.0245855,high
847,Kong: Skull Island_2017,78,2017-03-10,Kong: Skull Island,185000000,168052812,561072059,2017,65325,tt3731562,Kong: Skull Island,Kong: Skull Island,2017,118.0,"Action,Adventure,Fantasy",376072059,3.0328219405405403,high
848,Tomb Raider_2018,70,2018-03-16,Tomb Raider,90000000,58250803,273477501,2018,7011,tt1365519,Tomb Raider,Tomb Raider,2018,119.0,"Action,Adventure,Fantasy",183477501,3.0386389,high
849,Why Did I Get Married Too?_2010,16,2010-04-02,Why Did I Get Married Too?,20000000,60095852,60831067,2010,7207,tt1391137,Why Did I Get Married Too?,Why Did I Get Married Too?,2010,121.0,"Comedy,Drama,Romance",40831067,3.04155335,high
850,Men in Black 3_2012,35,2012-05-25,Men in Black 3,215000000,179020854,654213485,2012,7344,tt1409024,Men in Black 3,Men in Black 3,2012,106.0,"Action,Adventure,Comedy",439213485,3.042853418604651,high
851,X-Men: Apocalypse_2016,93,2016-05-27,X-Men: Apocalypse,178000000,155442489,542537546,2016,58046,tt3385516,X-Men: Apocalypse,X-Men: Apocalypse,2016,144.0,"Action,Adventure,Sci-Fi",364537546,3.047963741573034,high
852,Water for Elephants_2011,63,2011-04-22,Water for Elephants,38000000,58709717,116809717,2011,5481,tt1067583,Water for Elephants,Water for Elephants,2011,120.0,"Drama,Romance",78809717,3.0739399210526317,high
853,Compliance_2012,68,2012-08-17,Compliance,270000,319285,830700,2012,23927,tt1971352,Compliance,Compliance,2012,90.0,"Biography,Crime,Drama",560700,3.0766666666666667,high
854,When the Bough Breaks_2016,85,2016-09-09,When the Bough Breaks,10000000,29747603,30768449,2016,7186,tt1389139,When the Bough Breaks,When the Bough Breaks,2016,107.0,"Crime,Drama,Horror",20768449,3.0768449,high
855,Grown Ups 2_2013,48,2013-07-12,Grown Ups 2,80000000,133668525,247023808,2013,31519,tt2191701,Grown Ups 2,Grown Ups 2,2013,101.0,Comedy,167023808,3.0877976,high
856,Why Him?_2016,62,2016-12-23,Why Him?,38000000,60323786,117425156,2016,78393,tt4501244,Why Him?,Why Him?,2016,111.0,Comedy,79425156,3.0901356842105265,high
857,Sex and the City 2_2010,16,2010-05-27,Sex and the City 2,95000000,95347692,294680778,2010,6198,tt1261945,Sex and the City 2,Sex and the City 2,2010,146.0,"Comedy,Drama,Romance",199680778,3.1019029263157893,high
858,Little Fockers_2010,70,2010-12-22,Little Fockers,100000000,148438600,310650574,2010,507,tt0970866,Little Fockers,Little Fockers,2010,98.0,"Comedy,Romance",210650574,3.10650574,high
859,Neighbors 2: Sorority Rising_2016,56,2016-05-20,Neighbors 2: Sorority Rising,35000000,55340730,108757621,2016,77427,tt4438848,Neighbors 2: Sorority Rising,Neighbors 2: Sorority Rising,2016,92.0,Comedy,73757621,3.1073606,high
860,Movie 43_2013,39,2013-01-25,Movie 43,10000000,8840453,31164747,2013,6762,tt1333125,Movie 43,Movie 43,2013,94.0,Comedy,21164747,3.1164747,high
861,The Expendables 2_2012,81,2012-08-17,The Expendables 2,100000000,85028192,311979256,2012,16642,tt1764651,The Expendables 2,The Expendables 2,2012,103.0,"Action,Adventure,Thriller",211979256,3.11979256,high
862,Ride Along 2_2016,95,2016-01-15,Ride Along 2,40000000,90862685,124827316,2016,48264,tt2869728,Ride Along 2,Ride Along 2,2016,102.0,"Action,Comedy,Crime",84827316,3.1206829,high
863,Pain & Gain_2013,33,2013-04-26,Pain & Gain,26000000,49875291,81275291,2013,24264,tt1980209,Pain & Gain,Pain & Gain,2013,129.0,"Action,Comedy,Crime",55275291,3.125972730769231,high
864,Hell or High Water_2016,77,2016-08-12,Hell or High Water,12000000,27007844,37584304,2016,43374,tt2582782,Hell or High Water,Hell or High Water,2016,102.0,"Action,Crime,Drama",25584304,3.1320253333333334,high
865,The Star_2017,39,2017-11-17,The Star,20000000,40847995,62758010,2017,79951,tt4587656,The Star,The Star,2017,86.0,"Adventure,Animation,Comedy",42758010,3.1379005,high
866,Southpaw_2015,92,2015-07-24,Southpaw,30000000,52421953,94156456,2015,18022,tt1798684,Southpaw,Southpaw,2015,124.0,"Drama,Sport",64156456,3.138548533333333,high
867,Shame_2011,97,2011-12-02,Shame,6500000,4002293,20412841,2011,14777,tt1723811,Shame,Shame,2011,101.0,Drama,13912841,3.1404370769230767,high
868,42_2013,22,2013-04-12,42,31000000,95020213,97470701,2013,134,tt0453562,42,42,2013,128.0,"Biography,Drama,Sport",66470701,3.1442161612903226,high
869,Dracula Untold_2014,21,2014-10-10,Dracula Untold,70000000,55991880,220241723,2014,326,tt0829150,Dracula Untold,Dracula Untold,2014,92.0,"Action,Drama,Fantasy",150241723,3.1463103285714284,high
870,Sex Tape_2014,54,2014-07-18,Sex Tape,40000000,38543473,126069509,2014,23545,tt1956620,Sex Tape,Sex Tape,2014,94.0,"Comedy,Romance",86069509,3.151737725,high
871,Knock Knock_2015,62,2015-10-09,Knock Knock,2000000,36336,6328516,2015,62713,tt3605418,Knock Knock,Knock Knock,2015,99.0,"Drama,Thriller",4328516,3.164258,high
872,The Transporter Refueled_2015,34,2015-09-04,The Transporter Refueled,22000000,16029670,69698495,2015,49413,tt2938956,The Transporter Refueled,The Transporter Refueled,2015,96.0,"Action,Adventure,Crime",47698495,3.168113409090909,high
873,The Smurfs 2_2013,33,2013-07-31,The Smurfs 2,110000000,71017784,348547523,2013,25500,tt2017020,The Smurfs 2,The Smurfs 2,2013,105.0,"Adventure,Animation,Comedy",238547523,3.1686138454545456,high
874,Game Night_2018,94,2018-02-23,Game Night,37000000,69179066,117378084,2018,45425,tt2704998,Game Night,Game Night,2018,100.0,"Action,Comedy,Crime",80378084,3.1723806486486485,high
875,Predators_2010,35,2010-07-09,Predators,40000000,52000688,127234389,2010,7473,tt1424381,Predators,Predators,2010,107.0,"Action,Adventure,Sci-Fi",87234389,3.180859725,high
876,Ted 2_2015,55,2015-06-26,Ted 2,68000000,81476385,217214143,2015,44387,tt2637276,Ted 2,Ted 2,2015,115.0,Comedy,149214143,3.194325632352941,high
