,movie_and_date,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,index,tconst,primary_title,original_title,start_year,runtime_minutes,genres,profit,profit_ratio,profit_lmh
389,The Mortal Instruments: City of Bones_2013,26,2013-08-21,The Mortal Instruments: City of Bones,60000000,31165421,75965567,2013,9011,tt1538403,The Mortal Instruments: City of Bones,The Mortal Instruments: City of Bones,2013,130.0,"Action,Fantasy,Horror",15965567,1.2660927833333333,medium
390,Point Break_2015,100,2015-12-25,Point Break,100000000,28782481,126704591,2015,26584,tt2058673,Point Break,Point Break,2015,114.0,"Action,Crime,Sport",26704591,1.26704591,medium
391,The Cold Light of Day_2012,78,2012-09-07,The Cold Light of Day,20000000,3763583,25361206,2012,7014,tt1366365,The Cold Light of Day,The Cold Light of Day,2012,93.0,"Action,Thriller",5361206,1.2680603,medium
392,Killers_2010,54,2010-06-04,Killers,75000000,47059963,95572749,2010,5572,tt1103153,Killers,Killers,2010,100.0,"Action,Comedy,Romance",20572749,1.27430332,medium
393,Cloud Atlas_2012,63,2012-10-26,Cloud Atlas,102000000,27108272,130673154,2012,7039,tt1371111,Cloud Atlas,Cloud Atlas,2012,172.0,"Action,Drama,Mystery",28673154,1.2811093529411766,medium
394,The Nutcracker and the Four Realms_2018,35,2018-11-02,The Nutcracker and the Four Realms,132900000,54858851,170293899,2018,94715,tt5523010,The Nutcracker and the Four Realms,The Nutcracker and the Four Realms,2018,99.0,"Adventure,Family,Fantasy",37393899,1.281368690744921,medium
395,Hall Pass_2011,57,2011-02-25,Hall Pass,68000000,45060734,87173475,2011,197,tt0480687,Hall Pass,Hall Pass,2011,105.0,"Comedy,Romance",19173475,1.281962867647059,medium
396,The Host_2013,68,2013-03-29,The Host,50000000,26623701,64477051,2013,8582,tt1517260,The Host,The Host,2013,125.0,"Action,Adventure,Drama",14477051,1.28954102,medium
397,A Wrinkle in Time_2018,58,2018-03-09,A Wrinkle in Time,103000000,100478608,133401882,2018,11113,tt1620680,A Wrinkle in Time,A Wrinkle in Time,2018,109.0,"Adventure,Family,Fantasy",30401882,1.2951639029126214,medium
398,Triple 9_2016,33,2016-02-26,Triple 9,20000000,12639297,25943792,2016,14309,tt1712261,Triple 9,Triple 9,2016,115.0,"Crime,Thriller",5943792,1.2971896,medium
399,Left Behind_2014,57,2014-10-03,Left Behind,16000000,14019924,20769209,2014,41034,tt2467046,Left Behind,Left Behind,2014,110.0,"Action,Drama,Fantasy",4769209,1.2980755625,medium
400,Hot Pursuit_2015,79,2015-05-08,Hot Pursuit,35000000,34580201,45671512,2015,50002,tt2967224,Hot Pursuit,Hot Pursuit,2015,87.0,"Action,Comedy,Crime",10671512,1.3049003428571428,medium
401,Patriots Day_2016,69,2016-12-21,Patriots Day,40000000,31886361,52837989,2016,79688,tt4572514,Patriots Day,Patriots Day,2016,133.0,"Action,Crime,Drama",12837989,1.320949725,medium
402,Indivisible_2018,93,2018-10-26,Indivisible,2700000,3511417,3588305,2018,111423,tt6512428,Indivisible,Indivisible,2018,119.0,"Drama,War",888305,1.3290018518518518,medium
403,Cats & Dogs: The Revenge of Kitty Galore_2010,17,2010-07-30,Cats & Dogs: The Revenge of Kitty Galore,85000000,43585753,113026383,2010,6363,tt1287468,Cats & Dogs: The Revenge of Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,2010,82.0,"Action,Comedy,Family",28026383,1.3297221529411765,medium
404,Fahrenheit 11/9_2018,29,2018-09-21,Fahrenheit 11/9,5000000,6352306,6653715,2018,135841,tt8632862,Fahrenheit 11/9,Fahrenheit 11/9,2018,128.0,Documentary,1653715,1.330743,medium
405,Kill the Messenger_2014,51,2014-10-10,Kill the Messenger,5000000,2450846,6656705,2014,5930,tt1216491,Kill the Messenger,Kill the Messenger,2014,112.0,"Biography,Crime,Drama",1656705,1.331341,medium
406,Run All Night_2015,70,2015-03-13,Run All Night,50000000,26461644,66961644,2015,31803,tt2199571,Run All Night,Run All Night,2015,114.0,"Action,Drama,Thriller",16961644,1.33923288,medium
407,Prom_2011,97,2011-04-29,Prom,8000000,10130219,10763183,2011,10602,tt1604171,Prom,Prom,2011,104.0,"Comedy,Drama,Family",2763183,1.345397875,medium
408,The Master_2012,87,2012-09-14,The Master,37500000,16247159,50647416,2012,9464,tt1560747,The Master,The Master,2012,138.0,Drama,13147416,1.35059776,medium
409,Fright Night_2011,58,2011-08-19,Fright Night,30000000,18298649,40520649,2011,7611,tt1438176,Fright Night,Fright Night,2011,106.0,"Comedy,Horror",10520649,1.3506883,medium
410,Unforgettable_2017,4,2017-04-21,Unforgettable,12000000,11368012,16221211,2017,59618,tt3462710,Unforgettable,Unforgettable,2017,100.0,"Drama,Thriller",4221211,1.3517675833333334,medium
411,Pompeii_2014,97,2014-02-21,Pompeii,80000000,23169033,108469033,2014,22380,tt1921064,Pompeii,Pompeii,2014,105.0,"Action,Adventure,Drama",28469033,1.3558629125,medium
412,The Sorcerer's Apprentice_2010,44,2010-07-14,The Sorcerer's Apprentice,160000000,63150991,217986320,2010,496,tt0963966,The Sorcerer's Apprentice,The Sorcerer's Apprentice,2010,109.0,"Action,Adventure,Family",57986320,1.3624145,medium
413,Going the Distance_2010,11,2010-09-03,Going the Distance,32000000,17804299,43603990,2010,6632,tt1322312,Going the Distance,Going the Distance,2010,102.0,"Comedy,Romance",11603990,1.3626246875,medium
414,Crimson Peak_2015,33,2015-10-16,Crimson Peak,55000000,31090320,74966854,2015,42710,tt2554274,Crimson Peak,Crimson Peak,2015,119.0,"Drama,Fantasy,Horror",19966854,1.363033709090909,medium
415,White House Down_2013,90,2013-06-28,White House Down,150000000,73103784,205440387,2013,36651,tt2334879,White House Down,White House Down,2013,131.0,"Action,Drama,Thriller",55440387,1.36960258,medium
416,Country Strong_2010,71,2010-12-22,Country Strong,15000000,20218921,20601987,2010,9368,tt1555064,Country Strong,Country Strong,2010,117.0,"Drama,Music",5601987,1.3734658,medium
417,Brothers_2015,8,2015-08-14,Brothers,13000000,656688,17856688,2015,85564,tt4952376,Brothers,Bracia,2015,68.0,Documentary,4856688,1.3735913846153847,medium
418,Brothers_2015,8,2015-08-14,Brothers,13000000,656688,17856688,2015,66759,tt3802576,Brothers,Brothers,2015,156.0,"Action,Drama,Sport",4856688,1.3735913846153847,medium
419,Brothers_2015,8,2015-08-14,Brothers,13000000,656688,17856688,2015,63519,tt3650484,Brothers,Brødre,2015,100.0,Documentary,4856688,1.3735913846153847,medium
420,Snatched_2017,51,2017-05-12,Snatched,42000000,45852178,57852177,2017,36648,tt2334871,Snatched,Snatched,2017,90.0,"Action,Adventure,Comedy",15852177,1.3774327857142856,medium
421,Keanu_2016,70,2016-04-29,Keanu,15000000,20591853,20688141,2016,72505,tt4139124,Keanu,Keanu,2016,100.0,"Action,Comedy,Crime",5688141,1.3792094,medium
422,Edge of Darkness_2010,8,2010-01-29,Edge of Darkness,60000000,43313890,82812456,2010,5978,tt1226273,Edge of Darkness,Edge of Darkness,2010,117.0,"Crime,Drama,Mystery",22812456,1.3802076,medium
423,The Odd Life of Timothy Green_2012,36,2012-08-15,The Odd Life of Timothy Green,40000000,51853450,55249159,2012,7885,tt1462769,The Odd Life of Timothy Green,The Odd Life of Timothy Green,2012,105.0,"Comedy,Drama,Family",15249159,1.381228975,medium
424,Parker_2013,18,2013-01-25,Parker,35000000,17616641,48543388,2013,21981,tt1904996,Parker,Parker,2013,118.0,"Action,Crime,Thriller",13543388,1.386953942857143,medium
425,3 Days to Kill_2014,64,2014-02-21,3 Days to Kill,28000000,30697999,38959900,2014,30796,tt2172934,3 Days to Kill,3 Days to Kill,2014,117.0,"Action,Drama,Thriller",10959900,1.391425,medium
426,Captive_2015,23,2015-09-18,Captive,2000000,2583301,2791973,2015,55884,tt3268668,Captive,Captive,2015,97.0,"Action,Crime,Drama",791973,1.3959865,medium
427,Legend of the Guardians: The Owls of Ga'Hoole_2010,90,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,100000000,55675313,139716717,2010,5943,tt1219342,Legend of the Guardians: The Owls of Ga'Hoole,Legend of the Guardians: The Owls of Ga'Hoole,2010,97.0,"Action,Adventure,Animation",39716717,1.39716717,medium
428,Fantastic Four_2015,98,2015-08-07,Fantastic Four,120000000,56117548,167849187,2015,8342,tt1502712,Fantastic Four,Fantastic Four,2015,100.0,"Action,Adventure,Drama",47849187,1.398743225,medium
429,Blade Runner 2049_2017,80,2017-10-06,Blade Runner 2049,185000000,92054159,259357408,2017,20468,tt1856101,Blade Runner 2049,Blade Runner 2049,2017,164.0,"Drama,Mystery,Sci-Fi",74357408,1.4019319351351351,medium
430,Priest_2011,29,2011-05-13,Priest,60000000,29136626,84154026,2011,319,tt0822847,Priest,Priest,2011,87.0,"Action,Adventure,Fantasy",24154026,1.4025671,medium
431,Casa de mi Padre_2012,53,2012-03-16,Casa de mi Padre,6000000,5909483,8446952,2012,13959,tt1702425,Casa de mi Padre,Casa de mi Padre,2012,84.0,"Comedy,Western",2446952,1.4078253333333333,medium
432,Kubo and the Two Strings_2016,22,2016-08-19,Kubo and the Two Strings,55000000,48023088,77548122,2016,75351,tt4302938,Kubo and the Two Strings,Kubo and the Two Strings,2016,101.0,"Action,Adventure,Animation",22548122,1.4099658545454545,medium
433,Trance_2013,71,2013-04-05,Trance,16000000,2322593,22594052,2013,22497,tt1924429,Trance,Trance,2013,101.0,"Crime,Drama,Mystery",6594052,1.41212825,medium
434,Let Me In_2010,38,2010-10-01,Let Me In,20000000,12134935,28270399,2010,5999,tt1228987,Let Me In,Let Me In,2010,116.0,"Drama,Fantasy,Horror",8270399,1.41351995,medium
435,The Secret Life of Pets 2_2019,81,2019-06-07,The Secret Life of Pets 2,80000000,63795655,113351496,2019,88081,tt5113040,The Secret Life of Pets 2,The Secret Life of Pets 2,2019,86.0,"Adventure,Animation,Comedy",33351496,1.4168937,medium
436,Battleship_2012,32,2012-05-18,Battleship,220000000,65233400,313477717,2012,7631,tt1440129,Battleship,Battleship,2012,131.0,"Action,Adventure,Sci-Fi",93477717,1.4248987136363636,medium
437,The BFG_2016,17,2016-07-01,The BFG,140000000,55483770,199646680,2016,64414,tt3691740,The BFG,The BFG,2016,117.0,"Adventure,Family,Fantasy",59646680,1.4260477142857142,medium
438,Solo: A Star Wars Story_2018,12,2018-05-25,Solo: A Star Wars Story,275000000,213767512,393151347,2018,66299,tt3778644,Solo: A Star Wars Story,Solo: A Star Wars Story,2018,135.0,"Action,Adventure,Fantasy",118151347,1.4296412618181817,medium
439,Loving_2016,92,2016-11-04,Loving,9000000,7710234,12898064,2016,81247,tt4669986,Loving,Loving,2016,123.0,"Biography,Drama,Romance",3898064,1.4331182222222223,medium
440,The Nut Job 2: Nutty by Nature_2017,81,2017-08-11,The Nut Job 2: Nutty by Nature,40000000,28370522,57438389,2017,60192,tt3486626,The Nut Job 2: Nutty by Nature,The Nut Job 2: Nutty by Nature,2017,91.0,"Adventure,Animation,Comedy",17438389,1.435959725,medium
441,Cyrus_2010,27,2010-06-18,Cyrus,7000000,7468936,10062896,2010,6712,tt1327709,Cyrus,Cyrus,2010,87.0,"Crime,Horror,Mystery",3062896,1.4375565714285714,medium
442,Cyrus_2010,27,2010-06-18,Cyrus,7000000,7468936,10062896,2010,6789,tt1336617,Cyrus,Cyrus,2010,91.0,"Comedy,Drama,Romance",3062896,1.4375565714285714,medium
443,Concussion_2015,80,2015-12-25,Concussion,35000000,34531832,50363790,2015,56915,tt3322364,Concussion,Concussion,2015,123.0,"Biography,Drama,Sport",15363790,1.4389654285714286,medium
444,Nocturnal Animals_2016,3,2016-11-18,Nocturnal Animals,22500000,10663357,32398681,2016,79300,tt4550098,Nocturnal Animals,Nocturnal Animals,2016,116.0,"Drama,Thriller",9898681,1.4399413777777779,medium
445,Admission_2013,76,2013-03-22,Admission,13000000,18007317,18733666,2013,18491,tt1814621,Admission,Admission,2013,107.0,"Comedy,Drama,Romance",5733666,1.4410512307692307,medium
446,Muppets Most Wanted_2014,20,2014-03-21,Muppets Most Wanted,55000000,51178893,79312301,2014,34681,tt2281587,Muppets Most Wanted,Muppets Most Wanted,2014,107.0,"Adventure,Comedy,Crime",24312301,1.4420418363636363,medium
447,Anna Karenina_2012,13,2012-11-16,Anna Karenina,49000000,12816367,71004627,2012,17266,tt1781769,Anna Karenina,Anna Karenina,2012,129.0,"Drama,Romance",22004627,1.4490740204081634,medium
448,Lottery Ticket_2010,90,2010-08-20,Lottery Ticket,17000000,24719879,24719879,2010,524,tt0979434,Lottery Ticket,Lottery Ticket,2010,99.0,Comedy,7719879,1.4541105294117647,medium
449,The Ghost Writer_2010,11,2010-02-19,The Ghost Writer,45000000,15541549,65532491,2010,5667,tt1139328,The Ghost Writer,The Ghost Writer,2010,128.0,"Drama,Mystery,Thriller",20532491,1.4562775777777779,medium
450,The Change-Up_2011,72,2011-08-05,The Change-Up,52000000,37243418,75997067,2011,8196,tt1488555,The Change-Up,The Change-Up,2011,112.0,"Comedy,Fantasy",23997067,1.4614820576923078,medium
451,30 Minutes or Less_2011,60,2011-08-12,30 Minutes or Less,28000000,37053924,40966716,2011,11187,tt1622547,30 Minutes or Less,30 Minutes or Less,2011,83.0,"Action,Comedy,Crime",12966716,1.463097,medium
452,The Man with the Iron Fists_2012,79,2012-11-02,The Man with the Iron Fists,15000000,15634090,22018988,2012,6180,tt1258972,The Man with the Iron Fists,The Man with the Iron Fists,2012,95.0,Action,7018988,1.4679325333333333,medium
453,Patti Cake$_2017,56,2017-08-18,Patti Cake$,1000000,800148,1471090,2017,107376,tt6288250,Patti Cake$,Patti Cake$,2017,109.0,"Drama,Music",471090,1.47109,medium
454,Grace Unplugged_2013,43,2013-10-04,Grace Unplugged,1700000,2507159,2507159,2013,37111,tt2349460,Grace Unplugged,Grace Unplugged,2013,102.0,"Drama,Music",807159,1.4747994117647059,medium
455,Escape Plan_2013,37,2013-10-18,Escape Plan,70000000,25135965,103735965,2013,5903,tt1211956,Escape Plan,Escape Plan,2013,115.0,"Action,Crime,Mystery",33735965,1.4819423571428572,medium
456,Sherlock Gnomes_2018,54,2018-03-23,Sherlock Gnomes,59000000,43242871,87527651,2018,35193,tt2296777,Sherlock Gnomes,Sherlock Gnomes,2018,86.0,"Adventure,Animation,Comedy",28527651,1.4835195084745763,medium
457,The Big Wedding_2013,87,2013-04-26,The Big Wedding,32500000,21819348,48425971,2013,22725,tt1931435,The Big Wedding,The Big Wedding,2013,89.0,"Comedy,Drama,Romance",15925971,1.4900298769230769,medium
458,Faster_2010,53,2010-11-24,Faster,24000000,23240020,35792945,2010,7554,tt1433108,Faster,Faster,2010,98.0,"Action,Crime,Drama",11792945,1.4913727083333332,medium
459,Morning Glory_2010,73,2010-11-10,Morning Glory,40000000,31011732,59795070,2010,5626,tt1126618,Morning Glory,Morning Glory,2010,107.0,"Comedy,Drama,Romance",19795070,1.49487675,medium
460,The Wall_2017,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,74014,tt4218696,The Wall,The Wall,2017,88.0,"Action,Drama,Thriller",1495262,1.4984206666666666,medium
461,The Wall_2017,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,115403,tt6845582,The Wall,The Wall,2017,5.0,Documentary,1495262,1.4984206666666666,medium
462,The Wall_2017,29,2017-05-12,The Wall,3000000,1803064,4495262,2017,124615,tt7578246,The Wall,The Wall,2017,,Documentary,1495262,1.4984206666666666,medium
463,What's Your Number?_2011,24,2011-09-30,What's Your Number?,20000000,14011084,30163785,2011,241,tt0770703,What's Your Number?,What's Your Number?,2011,106.0,"Comedy,Romance",10163785,1.50818925,medium
464,Cop Out_2010,99,2010-02-26,Cop Out,37000000,44875481,55909910,2010,7156,tt1385867,Cop Out,Cop Out,2010,107.0,"Action,Comedy,Crime",18909910,1.5110786486486487,medium
465,The Drop_2014,16,2014-09-12,The Drop,12600000,10724389,19054534,2014,10472,tt1600196,The Drop,The Drop,2014,106.0,"Crime,Drama",6454534,1.5122646031746032,medium
466,The Judge_2014,41,2014-10-10,The Judge,50000000,47119388,76119388,2014,21197,tt1872194,The Judge,The Judge,2014,141.0,"Crime,Drama",26119388,1.52238776,medium
467,Please Give_2010,15,2010-04-30,Please Give,3000000,4033574,4570178,2010,402,tt0878835,Please Give,Please Give,2010,87.0,"Comedy,Drama",1570178,1.5233926666666666,medium
468,Carnage_2011,7,2011-12-16,Carnage,25000000,2546747,38112154,2011,13622,tt1692486,Carnage,Carnage,2011,80.0,"Comedy,Drama",13112154,1.52448616,medium
469,The Hate U Give_2018,78,2018-10-05,The Hate U Give,23000000,29719483,35067665,2018,95627,tt5580266,The Hate U Give,The Hate U Give,2018,133.0,"Crime,Drama",12067665,1.5246810869565217,medium
470,Logan Lucky_2017,21,2017-08-18,Logan Lucky,29000000,27778642,44264271,2017,93362,tt5439796,Logan Lucky,Logan Lucky,2017,118.0,"Comedy,Crime,Drama",15264271,1.526354172413793,medium
471,Ghost in the Shell_2017,40,2017-03-31,Ghost in the Shell,110000000,40563557,167910690,2017,5945,tt1219827,Ghost in the Shell,Ghost in the Shell,2017,107.0,"Action,Drama,Sci-Fi",57910690,1.5264608181818182,medium
472,Our Family Wedding_2010,95,2010-03-12,Our Family Wedding,14000000,20255281,21410546,2010,6482,tt1305583,Our Family Wedding,Our Family Wedding,2010,103.0,"Comedy,Romance",7410546,1.5293247142857143,medium
473,Robin Hood_2010,39,2010-05-14,Robin Hood,210000000,105487148,322459006,2010,481,tt0955308,Robin Hood,Robin Hood,2010,140.0,"Action,Adventure,Drama",112459006,1.5355190761904762,medium
474,Entourage_2015,30,2015-06-03,Entourage,30000000,32363404,46438538,2015,13009,tt1674771,Entourage,Entourage,2015,104.0,Comedy,16438538,1.5479512666666666,medium
475,The Gambler_2014,25,2014-12-10,The Gambler,25000000,33680992,38718031,2014,25989,tt2039393,The Gambler,The Gambler,2014,111.0,"Crime,Drama,Thriller",13718031,1.54872124,medium
476,The Sitter_2011,32,2011-12-09,The Sitter,25000000,30542576,38749404,2011,7013,tt1366344,The Sitter,The Sitter,2011,81.0,Comedy,13749404,1.54997616,medium
477,The Three Musketeers_2011,77,2011-10-21,The Three Musketeers,90000000,20377913,139877913,2011,8454,tt1509767,The Three Musketeers,The Three Musketeers,2011,110.0,"Action,Adventure,Romance",49877913,1.5541990333333333,medium
478,The Eagle_2011,50,2011-02-11,The Eagle,25000000,19490041,38993548,2011,3548,tt1034389,The Eagle,The Eagle,2011,114.0,"Action,Adventure,Drama",13993548,1.55974192,medium
479,Million Dollar Arm_2014,17,2014-05-16,Million Dollar Arm,25000000,36447959,39217912,2014,11978,tt1647668,Million Dollar Arm,Million Dollar Arm,2014,124.0,"Biography,Drama,Sport",14217912,1.56871648,medium
480,The Best of Me_2014,42,2014-10-17,The Best of Me,26000000,26766213,41059418,2014,23996,tt1972779,The Best of Me,The Best of Me,2014,118.0,"Drama,Romance",15059418,1.5792083846153846,medium
481,Columbus_2017,93,2017-08-04,Columbus,700000,1017107,1110511,2017,102363,tt5990474,Columbus,Columbus,2017,104.0,Drama,410511,1.5864442857142858,medium
482,Dark Shadows_2012,89,2012-05-11,Dark Shadows,150000000,79727149,238202668,2012,5512,tt1077368,Dark Shadows,Dark Shadows,2012,113.0,"Comedy,Fantasy,Horror",88202668,1.5880177866666667,medium
483,Ghostbusters_2016,4,2016-07-15,Ghostbusters,144000000,128350574,229008658,2016,6377,tt1289401,Ghostbusters,Ghostbusters,2016,116.0,"Action,Comedy,Fantasy",85008658,1.5903379027777778,medium
484,Dolphin Tale 2_2014,12,2014-09-12,Dolphin Tale 2,36000000,42024533,57824533,2014,50191,tt2978462,Dolphin Tale 2,Dolphin Tale 2,2014,107.0,"Drama,Family",21824533,1.6062370277777778,medium
485,The Last Stand_2013,74,2013-01-18,The Last Stand,30000000,12050299,48330757,2013,9289,tt1549920,The Last Stand,The Last Stand,2013,107.0,"Action,Thriller",18330757,1.6110252333333333,medium
486,The A-Team_2010,32,2010-06-11,The A-Team,110000000,77222099,177241171,2010,95,tt0429493,The A-Team,The A-Team,2010,117.0,"Action,Adventure,Thriller",67241171,1.6112833727272726,medium
487,Fist Fight_2017,29,2017-02-17,Fist Fight,25000000,32187017,40286416,2017,58390,tt3401882,Fist Fight,Fist Fight,2017,91.0,Comedy,15286416,1.61145664,medium
488,The Internship_2013,63,2013-06-07,The Internship,58000000,44672764,93672764,2013,32902,tt2234155,The Internship,The Internship,2013,119.0,Comedy,35672764,1.6150476551724138,medium
489,Diary of a Wimpy Kid: The Long Haul_2017,27,2017-05-19,Diary of a Wimpy Kid: The Long Haul,22000000,20738724,35609577,2017,102572,tt6003368,Diary of a Wimpy Kid: The Long Haul,Diary of a Wimpy Kid: The Long Haul,2017,91.0,"Comedy,Family",13609577,1.6186171363636364,medium
