,id,release_date,movie,production_budget,domestic_gross,worldwide_gross,release_year,movie_and_date
232,33,2011-11-18,Happy Feet Two,"$135,000,000","$64,006,466","$157,956,466",2011,Happy Feet Two_2011
233,34,2006-07-28,Miami Vice,"$135,000,000","$63,478,838","$163,818,556",2006,Miami Vice_2006
234,35,2018-11-02,The Nutcracker and the Four Realms,"$132,900,000","$54,858,851","$170,293,899",2018,The Nutcracker and the Four Realms_2018
235,36,2005-06-29,War of the Worlds,"$132,000,000","$234,280,354","$606,836,535",2005,War of the Worlds_2005
236,37,2014-11-26,Penguins of Madagascar,"$132,000,000","$83,350,911","$366,942,531",2014,Penguins of Madagascar_2014
237,38,2013-11-22,The Hunger Games: Catching Fire,"$130,000,000","$424,668,047","$864,868,047",2013,The Hunger Games: Catching Fire_2013
238,39,2004-06-04,Harry Potter and the Prisoner of Azkaban,"$130,000,000","$249,757,726","$796,907,323",2004,Harry Potter and the Prisoner of Azkaban_2004
239,40,2007-08-03,The Bourne Ultimatum,"$130,000,000","$227,471,070","$444,043,396",2007,The Bourne Ultimatum_2007
240,41,2018-07-06,Ant-Man and the Wasp,"$130,000,000","$216,648,740","$623,144,660",2018,Ant-Man and the Wasp_2018
241,42,2008-06-06,Kung Fu Panda,"$130,000,000","$215,434,591","$631,910,531",2008,Kung Fu Panda_2008
242,43,2015-07-17,Ant-Man,"$130,000,000","$180,202,163","$518,858,449",2015,Ant-Man_2015
243,44,2015-03-27,Home,"$130,000,000","$177,397,510","$385,997,896",2015,Home_2015
244,45,2018-12-19,Mary Poppins Returns,"$130,000,000","$171,958,438","$341,528,518",2018,Mary Poppins Returns_2018
245,46,2011-10-28,Puss in Boots,"$130,000,000","$149,260,504","$554,987,477",2011,Puss in Boots_2011
246,47,2010-11-05,Megamind,"$130,000,000","$148,415,853","$321,887,208",2010,Megamind_2010
247,48,2003-07-18,Bad Boys II,"$130,000,000","$138,540,870","$273,271,982",2003,Bad Boys II_2003
248,49,2014-04-11,Rio 2,"$130,000,000","$131,538,435","$492,846,291",2014,Rio 2_2014
249,50,2010-07-23,Salt,"$130,000,000","$118,311,368","$290,650,494",2010,Salt_2010
250,51,2014-03-28,Noah,"$130,000,000","$101,200,044","$352,831,065",2014,Noah_2014
251,52,2011-12-21,The Adventures of Tintin,"$130,000,000","$77,591,831","$373,993,951",2011,The Adventures of Tintin_2011
252,53,2013-05-31,After Earth,"$130,000,000","$60,522,097","$251,499,665",2013,After Earth_2013
253,54,2008-11-26,Australia,"$130,000,000","$49,554,002","$215,080,810",2008,Australia_2008
254,55,2013-07-19,R.I.P.D.,"$130,000,000","$33,618,855","$79,076,678",2013,R.I.P.D._2013
255,56,2019-02-22,How to Train Your Dragon: The Hidden World,"$129,000,000","$160,791,800","$519,258,283",2019,How to Train Your Dragon: The Hidden World_2019
256,57,2011-11-18,"The Twilight Saga: Breaking Dawn, Part 1","$127,500,000","$281,287,133","$689,420,051",2011,"The Twilight Saga: Breaking Dawn, Part 1_2011"
257,58,2000-05-19,Dinosaur,"$127,500,000","$137,748,063","$356,148,063",2000,Dinosaur_2000
258,59,2017-03-03,Logan,"$127,000,000","$226,277,068","$615,461,394",2017,Logan_2017
259,60,2014-12-19,Night at the Museum: Secret of the Tomb,"$127,000,000","$113,746,621","$353,756,621",2014,Night at the Museum: Secret of the Tomb_2014
260,61,2011-07-15,Harry Potter and the Deathly Hallows: Part II,"$125,000,000","$381,193,157","$1,341,693,157",2011,Harry Potter and the Deathly Hallows: Part II_2011
261,62,2014-11-21,The Hunger Games: Mockingjay - Part 1,"$125,000,000","$337,135,885","$766,575,131",2014,The Hunger Games: Mockingjay - Part 1_2014
262,63,2001-11-16,Harry Potter and the Sorcererâs Stone,"$125,000,000","$317,871,467","$975,047,606",2001,Harry Potter and the Sorcererâs Stone_2001
263,64,2010-11-19,Harry Potter and the Deathly Hallows: Part I,"$125,000,000","$296,131,568","$960,431,568",2010,Harry Potter and the Deathly Hallows: Part I_2010
264,65,2006-05-19,The Da Vinci Code,"$125,000,000","$217,536,138","$767,820,459",2006,The Da Vinci Code_2006
265,66,2003-05-02,X-Men 2,"$125,000,000","$214,949,694","$406,875,536",2003,X-Men 2_2003
266,67,2011-04-29,Fast Five,"$125,000,000","$210,031,325","$630,163,454",2011,Fast Five_2011
267,68,2014-08-08,Teenage Mutant Ninja Turtles,"$125,000,000","$191,204,754","$485,004,754",2014,Teenage Mutant Ninja Turtles_2014
268,69,2011-12-16,Sherlock Holmes: A Game of Shadows,"$125,000,000","$186,848,418","$535,663,443",2011,Sherlock Holmes: A Game of Shadows_2011
269,70,2004-05-28,The Day After Tomorrow,"$125,000,000","$186,740,799","$556,319,450",2004,The Day After Tomorrow_2004
270,71,2017-03-31,The Boss Baby,"$125,000,000","$175,003,033","$510,878,762",2017,The Boss Baby_2017
271,72,2010-04-01,Clash of the Titans,"$125,000,000","$163,214,888","$493,214,888",2010,Clash of the Titans_2010
272,73,2016-11-04,Trolls,"$125,000,000","$153,707,064","$344,150,134",2016,Trolls_2016
273,74,1998-05-19,Godzilla,"$125,000,000","$136,314,294","$376,000,000",1998,Godzilla_1998
274,75,2012-06-08,Prometheus,"$125,000,000","$126,477,084","$402,448,265",2012,Prometheus_2012
275,76,2012-08-10,The Bourne Legacy,"$125,000,000","$113,203,870","$280,355,920",2012,The Bourne Legacy_2012
276,77,1997-06-20,Batman & Robin,"$125,000,000","$107,325,195","$238,317,814",1997,Batman & Robin_1997
277,78,2018-07-13,Skyscraper,"$125,000,000","$68,420,120","$304,115,534",2018,Skyscraper_2018
278,79,2012-08-03,Total Recall,"$125,000,000","$58,877,969","$211,856,088",2012,Total Recall_2012
279,80,2016-12-21,Assassinâs Creed,"$125,000,000","$54,647,948","$240,759,682",2016,Assassinâs Creed_2016
280,81,2017-01-13,Monster Trucks,"$125,000,000","$33,370,166","$61,642,798",2017,Monster Trucks_2017
281,82,1999-08-27,The 13th Warrior,"$125,000,000","$32,698,899","$61,698,899",1999,The 13th Warrior_1999
282,83,2000-11-17,How the Grinch Stole Christmas,"$123,000,000","$260,044,825","$345,141,403",2000,How the Grinch Stole Christmas_2000
283,84,2000-05-24,Mission: Impossible 2,"$120,000,000","$215,409,889","$549,588,516",2000,Mission: Impossible 2_2000
284,85,2000-06-30,The Perfect Storm,"$120,000,000","$182,618,434","$328,711,434",2000,The Perfect Storm_2000
285,86,2016-07-29,Jason Bourne,"$120,000,000","$162,192,920","$416,168,316",2016,Jason Bourne_2016
286,87,2007-06-15,Fantastic Four: Rise of the Silver Surfer,"$120,000,000","$131,921,738","$289,480,691",2007,Fantastic Four: Rise of the Silver Surfer_2007
287,88,2012-11-21,Life of Pi,"$120,000,000","$124,987,022","$620,912,003",2012,Life of Pi_2012
288,89,2007-02-16,Ghost Rider,"$120,000,000","$115,802,596","$229,545,589",2007,Ghost Rider_2007
289,90,2018-04-13,Rampage,"$120,000,000","$101,028,233","$428,056,280",2018,Rampage_2018
290,91,2003-06-27,Charlie's Angels: Full Throttle,"$120,000,000","$100,814,328","$227,200,000",2003,Charlie's Angels: Full Throttle_2003
291,92,2013-08-09,Elysium,"$120,000,000","$93,050,117","$286,192,091",2013,Elysium_2013
292,93,2013-04-19,Oblivion,"$120,000,000","$89,107,235","$287,916,633",2013,Oblivion_2013
293,94,2017-03-24,Power Rangers,"$120,000,000","$85,364,450","$142,531,552",2017,Power Rangers_2017
294,95,2002-07-19,Stuart Little 2,"$120,000,000","$64,956,806","$166,000,000",2002,Stuart Little 2_2002
295,96,2014-02-12,RoboCop,"$120,000,000","$58,607,007","$242,981,799",2014,RoboCop_2014
296,97,2004-06-11,The Chronicles of Riddick,"$120,000,000","$57,712,751","$107,212,751",2004,The Chronicles of Riddick_2004
297,98,2015-08-07,Fantastic Four,"$120,000,000","$56,117,548","$167,849,187",2015,Fantastic Four_2015
298,99,2008-05-09,Speed Racer,"$120,000,000","$43,945,766","$93,394,462",2008,Speed Racer_2008
299,100,2005-07-22,The Island,"$120,000,000","$35,818,913","$163,018,913",2005,The Island_2005
300,1,2010-12-17,How Do You Know?,"$120,000,000","$30,212,620","$49,628,177",2010,How Do You Know?_2010
301,2,2010-06-23,Knight and Day,"$117,000,000","$76,423,035","$258,751,370",2010,Knight and Day_2010
302,3,2018-10-05,Venom,"$116,000,000","$213,511,408","$853,628,605",2018,Venom_2018
303,4,1999-05-19,Star Wars Ep. I: The Phantom Menace,"$115,000,000","$474,544,677","$1,027,044,677",1999,Star Wars Ep. I: The Phantom Menace_1999
304,5,2005-05-19,Star Wars Ep. III: Revenge of the Sith,"$115,000,000","$380,270,577","$848,998,877",2005,Star Wars Ep. III: Revenge of the Sith_2005
305,6,2002-05-16,Star Wars Ep. II: Attack of the Clones,"$115,000,000","$310,676,740","$656,695,615",2002,Star Wars Ep. II: Attack of the Clones_2002
306,7,2001-11-02,"Monsters, Inc.","$115,000,000","$289,423,425","$559,757,719",2001,"Monsters, Inc._2001"
307,8,2013-07-26,The Wolverine,"$115,000,000","$132,556,852","$416,456,852",2013,The Wolverine_2013
308,9,1997-02-07,Dante's Peak,"$115,000,000","$67,163,857","$178,200,000",1997,Dante's Peak_1997
309,10,2016-04-22,The Huntsman: Winterâs War,"$115,000,000","$48,003,015","$165,149,302",2016,The Huntsman: Winterâs War_2016
310,11,2002-06-14,Windtalkers,"$115,000,000","$40,914,068","$77,628,265",2002,Windtalkers_2002
311,12,2008-07-04,AstÃ©rix aux Jeux Olympiques,"$113,500,000","$999,811","$132,999,811",2008,AstÃ©rix aux Jeux Olympiques_2008
312,13,2010-12-25,Gulliver's Travels,"$112,000,000","$42,779,261","$232,017,848",2010,Gulliver's Travels_2010
313,14,2017-12-15,Ferdinand,"$111,000,000","$84,410,380","$289,847,930",2017,Ferdinand_2017
314,15,2018-05-18,Deadpool 2,"$110,000,000","$324,591,735","$786,680,557",2018,Deadpool 2_2018
315,16,2013-10-04,Gravity,"$110,000,000","$274,092,705","$693,698,673",2013,Gravity_2013
316,17,2006-12-22,Night at the Museum,"$110,000,000","$250,863,268","$579,446,407",2006,Night at the Museum_2006
317,18,2005-06-10,Mr. and Mrs. Smith,"$110,000,000","$186,336,279","$486,124,090",2005,Mr. and Mrs. Smith_2005
318,19,2015-05-29,San Andreas,"$110,000,000","$155,190,832","$456,258,539",2015,San Andreas_2015
319,20,2011-07-29,The Smurfs,"$110,000,000","$142,614,158","$563,749,323",2011,The Smurfs_2011
320,21,2007-06-27,Live Free or Die Hard,"$110,000,000","$134,529,403","$382,288,147",2007,Live Free or Die Hard_2007
321,22,2015-03-20,The Divergent Series: Insurgent,"$110,000,000","$130,179,072","$295,075,882",2015,The Divergent Series: Insurgent_2015
322,23,2004-12-10,Ocean's Twelve,"$110,000,000","$125,531,634","$362,989,076",2004,Ocean's Twelve_2004
323,24,1997-12-19,Tomorrow Never Dies,"$110,000,000","$125,304,276","$339,504,276",1997,Tomorrow Never Dies_1997
324,25,2000-06-28,The Patriot,"$110,000,000","$113,330,342","$215,300,000",2000,The Patriot_2000
325,26,2014-03-07,300: Rise of an Empire,"$110,000,000","$106,580,051","$330,780,051",2014,300: Rise of an Empire_2014
326,27,2004-12-17,The Aviator,"$110,000,000","$102,608,827","$208,370,892",2004,The Aviator_2004
327,28,2016-12-21,Passengers,"$110,000,000","$100,014,699","$302,239,672",2016,Passengers_2016
328,29,2011-01-14,The Green Hornet,"$110,000,000","$98,780,042","$229,155,503",2011,The Green Hornet_2011
329,30,2016-09-30,Miss Peregrineâs Home for Peculiar Children,"$110,000,000","$87,242,834","$295,986,876",2016,Miss Peregrineâs Home for Peculiar Children_2016
330,31,2011-10-07,Real Steel,"$110,000,000","$85,463,309","$263,880,341",2011,Real Steel_2011
331,32,2010-06-11,The A-Team,"$110,000,000","$77,222,099","$177,241,171",2010,The A-Team_2010
332,33,2013-07-31,The Smurfs 2,"$110,000,000","$71,017,784","$348,547,523",2013,The Smurfs 2_2013
333,34,2016-03-18,The Divergent Series: Allegiant,"$110,000,000","$66,184,051","$172,022,517",2016,The Divergent Series: Allegiant_2016
334,35,2009-06-12,The Taking of Pelham 123,"$110,000,000","$65,452,312","$152,364,370",2009,The Taking of Pelham 123_2009
335,36,2013-11-01,Ender's Game,"$110,000,000","$61,737,191","$127,983,283",2013,Ender's Game_2013
336,37,2004-04-02,Home on the Range,"$110,000,000","$50,026,353","$76,482,461",2004,Home on the Range_2004
337,38,1997-06-13,Speed 2: Cruise Control,"$110,000,000","$48,097,081","$150,468,000",1997,Speed 2: Cruise Control_1997
338,39,2005-05-06,Kingdom of Heaven,"$110,000,000","$47,398,413","$218,853,353",2005,Kingdom of Heaven_2005
339,40,2017-03-31,Ghost in the Shell,"$110,000,000","$40,563,557","$167,910,690",2017,Ghost in the Shell_2017
340,41,2004-06-16,Around the World in 80 Days,"$110,000,000","$24,004,159","$72,004,159",2004,Around the World in 80 Days_2004
341,42,2019-06-14,Men in Black: International,"$110,000,000","$3,100,000","$3,100,000",2019,Men in Black: International_2019
342,43,2001-12-19,The Lord of the Rings: The Fellowship of the Ring,"$109,000,000","$315,544,750","$887,210,985",2001,The Lord of the Rings: The Fellowship of the Ring_2001
343,44,2003-11-21,The Cat in the Hat,"$109,000,000","$101,018,283","$133,818,283",2003,The Cat in the Hat_2003
344,45,2001-12-25,Ali,"$109,000,000","$58,183,966","$87,683,966",2001,Ali_2001
345,46,2015-10-02,The Martian,"$108,000,000","$228,433,663","$655,271,443",2015,The Martian_2015
346,47,2016-11-23,Allied,"$106,000,000","$40,098,064","$119,266,661",2016,Allied_2016
347,48,2004-07-16,"I, Robot","$105,000,000","$144,801,023","$348,629,585",2004,"I, Robot_2004"
348,49,1999-12-17,Stuart Little,"$105,000,000","$140,015,224","$298,815,224",1999,Stuart Little_1999
349,50,2009-11-25,The Princess and the Frog,"$105,000,000","$104,400,899","$270,997,378",2009,The Princess and the Frog_2009
350,51,2008-03-07,"10,000 B.C.","$105,000,000","$94,784,201","$269,065,678",2008,"10,000 B.C._2008"
351,52,2016-07-22,Ice Age: Collision Course,"$105,000,000","$64,063,008","$402,156,682",2016,Ice Age: Collision Course_2016
352,53,2001-04-27,Town & Country,"$105,000,000","$6,712,451","$10,364,769",2001,Town & Country_2001
353,54,2017-09-22,Kingsman: The Golden Circle,"$104,000,000","$100,234,838","$408,803,696",2017,Kingsman: The Golden Circle_2017
354,55,2000-06-09,Gone in 60 Seconds,"$103,300,000","$101,643,008","$232,643,008",2000,Gone in 60 Seconds_2000
355,56,2000-05-05,Gladiator,"$103,000,000","$187,683,805","$457,683,805",2000,Gladiator_2000
356,57,2013-05-23,The Hangover 3,"$103,000,000","$112,200,072","$362,000,072",2013,The Hangover 3_2013
357,58,2018-03-09,A Wrinkle in Time,"$103,000,000","$100,478,608","$133,401,882",2018,A Wrinkle in Time_2018
358,59,2009-07-01,Public Enemies,"$102,500,000","$97,104,620","$212,282,709",2009,Public Enemies_2009
359,60,2006-11-17,Casino Royale,"$102,000,000","$167,365,000","$594,420,283",2006,Casino Royale_2006
360,61,2002-06-21,Minority Report,"$102,000,000","$132,024,714","$358,824,714",2002,Minority Report_2002
361,62,2018-12-21,Bumblebee,"$102,000,000","$127,195,589","$465,195,589",2018,Bumblebee_2018
362,63,2012-10-26,Cloud Atlas,"$102,000,000","$27,108,272","$130,673,154",2012,Cloud Atlas_2012
363,64,2002-11-15,Harry Potter and the Chamber of Secrets,"$100,000,000","$262,233,381","$879,225,135",2002,Harry Potter and the Chamber of Secrets_2002
364,65,1991-07-02,Terminator 2: Judgment Day,"$100,000,000","$203,464,105","$515,419,827",1991,Terminator 2: Judgment Day_1991
365,66,1995-06-16,Batman Forever,"$100,000,000","$184,031,112","$336,529,144",1995,Batman Forever_1995
366,67,2001-07-27,Planet of the Apes,"$100,000,000","$180,011,740","$362,211,740",2001,Planet of the Apes_2001
367,68,2004-11-19,National Treasure,"$100,000,000","$173,005,002","$331,323,410",2004,National Treasure_2004
368,69,2012-12-25,Django Unchained,"$100,000,000","$162,805,434","$449,948,323",2012,Django Unchained_2012
369,70,2010-12-22,Little Fockers,"$100,000,000","$148,438,600","$310,650,574",2010,Little Fockers_2010
370,71,1994-07-15,True Lies,"$100,000,000","$146,282,411","$365,300,000",1994,True Lies_1994
371,72,2007-11-02,American Gangster,"$100,000,000","$130,164,645","$267,985,456",2007,American Gangster_2007
372,73,2009-09-18,Cloudy with a Chance of Meatballs,"$100,000,000","$124,870,275","$236,827,677",2009,Cloudy with a Chance of Meatballs_2009
373,74,2010-08-06,The Other Guys,"$100,000,000","$119,219,978","$170,936,470",2010,The Other Guys_2010
374,75,2004-12-17,Lemony Snicket's A Series of Unfortunate Events,"$100,000,000","$118,627,117","$212,956,024",2004,Lemony Snicket's A Series of Unfortunate Events_2004
375,76,2013-12-25,The Wolf of Wall Street,"$100,000,000","$116,900,694","$389,870,414",2013,The Wolf of Wall Street_2013
376,77,2013-05-24,Epic,"$100,000,000","$107,518,682","$262,794,441",2013,Epic_2013
377,78,1996-06-21,Eraser,"$100,000,000","$101,295,562","$234,400,000",1996,Eraser_1996
378,79,1996-06-21,The Hunchback of Notre Dame,"$100,000,000","$100,138,851","$325,500,000",1996,The Hunchback of Notre Dame_1996
379,80,2000-12-15,The Emperor's New Groove,"$100,000,000","$89,296,573","$169,296,573",2000,The Emperor's New Groove_2000
380,81,2012-08-17,The Expendables 2,"$100,000,000","$85,028,192","$311,979,256",2012,The Expendables 2_2012
381,82,2009-10-16,Where the Wild Things Are,"$100,000,000","$77,233,467","$99,123,656",2009,Where the Wild Things Are_2009
382,83,2006-12-15,Eragon,"$100,000,000","$75,030,163","$249,488,115",2006,Eragon_2006
383,84,2014-07-25,Hercules,"$100,000,000","$72,688,614","$243,388,614",2014,Hercules_2014
384,85,2010-12-10,The Tourist,"$100,000,000","$67,631,157","$278,731,369",2010,The Tourist_2010
385,86,1999-11-24,End of Days,"$100,000,000","$66,889,043","$212,026,975",1999,End of Days_1999
386,87,2004-06-11,The Stepford Wives,"$100,000,000","$59,475,623","$96,221,971",2004,The Stepford Wives_2004
387,88,2007-06-08,Surf's Up,"$100,000,000","$58,867,694","$145,395,745",2007,Surf's Up_2007
388,89,2006-12-08,Blood Diamond,"$100,000,000","$57,377,916","$171,377,916",2006,Blood Diamond_2006
389,90,2010-09-24,Legend of the Guardians: The Owls of Ga'Hoole,"$100,000,000","$55,675,313","$139,716,717",2010,Legend of the Guardians: The Owls of Ga'Hoole_2010
390,91,1997-11-07,Starship Troopers,"$100,000,000","$54,768,952","$121,100,000",1997,Starship Troopers_1997
391,92,2009-06-05,Land of the Lost,"$100,000,000","$49,438,370","$69,548,641",2009,Land of the Lost_2009
392,93,2003-12-25,Peter Pan,"$100,000,000","$48,417,850","$95,255,485",2003,Peter Pan_2003
393,94,2019-03-15,Wonder Park,"$100,000,000","$45,216,793","$115,149,422",2019,Wonder Park_2019
394,95,2004-07-23,Catwoman,"$100,000,000","$40,202,379","$82,145,379",2004,Catwoman_2004
395,96,2014-08-15,The Expendables 3,"$100,000,000","$39,322,544","$209,461,378",2014,The Expendables 3_2014
396,97,2002-11-27,Treasure Planet,"$100,000,000","$38,120,554","$91,800,000",2002,Treasure Planet_2002
397,98,2010-03-12,Green Zone,"$100,000,000","$35,497,337","$97,523,020",2010,Green Zone_2010
398,99,2017-10-20,Geostorm,"$100,000,000","$33,700,160","$220,796,009",2017,Geostorm_2017
399,100,2015-12-25,Point Break,"$100,000,000","$28,782,481","$126,704,591",2015,Point Break_2015
400,1,2015-12-11,In the Heart of the Sea,"$100,000,000","$25,020,758","$89,693,309",2015,In the Heart of the Sea_2015
401,2,2014-04-18,Transcendence,"$100,000,000","$23,022,309","$103,039,258",2014,Transcendence_2014
402,3,2005-02-18,Son of the Mask,"$100,000,000","$17,018,422","$59,918,422",2005,Son of the Mask_2005
